Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan,List of err_w,List of alpha
0.2,EANR-AdaBoost1_DecisionTree | ORIG,25,100,None,0.925824176,0.083333333,0.277762515,0.090909091,0.1,0.85,0.504578755,"[[337  27]
 [ 33   3]]",None,"[np.float64(2.777195952834858), np.float64(1.8404125886246312), np.float64(0.24279456653989342), np.float64(0.12767993549325302), np.float64(-0.18025108782522783), np.float64(0.034258935448215976), np.float64(-0.005760514264166005), np.float64(0.0009916857271713212), np.float64(-0.00017004754424668363), np.float64(2.9178452385232052e-05), np.float64(-5.00614540317433e-06), np.float64(8.589212794311126e-07), np.float64(-1.473675190889478e-07), np.float64(2.5284271148090304e-08), np.float64(-4.338095235202024e-09), np.float64(7.44299843425963e-10), np.float64(-1.2770184911158192e-10), np.float64(2.191047343510232e-11), np.float64(-3.759437205999838e-12), np.float64(6.448175327018751e-13), np.float64(-1.1035616864775274e-13), np.float64(1.8651746813702283e-14), np.float64(-3.108624468950448e-15), np.float64(1.1102230246251564e-16), np.float64(1.1102230246251564e-16)]"
0.2,EANR-AdaBoost1_DecisionTree | ORIG,25,10000,None,0.914835165,0.083333333,0.276109152,0.085714286,0.088235294,0.84,0.499084249,"[[333  31]
 [ 33   3]]",None,"[np.float64(2.777195952834858), np.float64(1.8404125886246312), np.float64(0.24279456653989342), np.float64(0.12767993549325302), np.float64(-0.18025108782522783), np.float64(0.034258935448215976), np.float64(-0.005760514264166005), np.float64(0.0009916857271713212), np.float64(-0.00017004754424668363), np.float64(2.9178452385232052e-05), np.float64(-5.00614540317433e-06), np.float64(8.589212794311126e-07), np.float64(-1.473675190889478e-07), np.float64(2.5284271148090304e-08), np.float64(-4.338095235202024e-09), np.float64(7.44299843425963e-10), np.float64(-1.2770184911158192e-10), np.float64(2.191047343510232e-11), np.float64(-3.759437205999838e-12), np.float64(6.448175327018751e-13), np.float64(-1.1035616864775274e-13), np.float64(1.8651746813702283e-14), np.float64(-3.108624468950448e-15), np.float64(1.1102230246251564e-16), np.float64(1.1102230246251564e-16)]"
0.2,EANR-AdaBoost1_DecisionTree | SMOTE,25,100,None,0.876373626,0.083333333,0.270242734,0.071428571,0.0625,0.805,0.47985348,"[[319  45]
 [ 33   3]]",None,"[np.float64(2.735902290921474), np.float64(2.686531117570995), np.float64(0.3734322489914728), np.float64(0.07781543377018109), np.float64(-0.13042363710891763), np.float64(0.024113708955845966), np.float64(-0.004079014827400334), np.float64(0.0007015214732584957), np.float64(-0.00012031259918163977), np.float64(2.064383341741708e-05), np.float64(-3.541879023428765e-06), np.float64(6.076916285444609e-07), np.float64(-1.042633628229755e-07), np.float64(1.7888766037102386e-08), np.float64(-3.069227104118745e-09), np.float64(5.265963218261971e-10), np.float64(-9.034950566294842e-11), np.float64(1.5501377958785993e-11), np.float64(-2.659650277799099e-12), np.float64(4.56523707725656e-13), np.float64(-7.860379014346727e-14), np.float64(1.3433698597964214e-14), np.float64(-2.4424906541753503e-15), np.float64(8.881784197001244e-16), np.float64(-4.440892098500628e-16)]"
0.2,EANR-AdaBoost1_DecisionTree | SMOTE,25,5000,None,0.887362637,0.083333333,0.271931768,0.075,0.068181818,0.815,0.485347985,"[[323  41]
 [ 33   3]]",None,"[np.float64(2.735902290921474), np.float64(2.686531117570995), np.float64(0.3734322489914728), np.float64(0.07781543377018109), np.float64(-0.13042363710891763), np.float64(0.024113708955845966), np.float64(-0.004079014827400334), np.float64(0.0007015214732584957), np.float64(-0.00012031259918163977), np.float64(2.064383341741708e-05), np.float64(-3.541879023428765e-06), np.float64(6.076916285444609e-07), np.float64(-1.042633628229755e-07), np.float64(1.7888766037102386e-08), np.float64(-3.069227104118745e-09), np.float64(5.265963218261971e-10), np.float64(-9.034950566294842e-11), np.float64(1.5501377958785993e-11), np.float64(-2.659650277799099e-12), np.float64(4.56523707725656e-13), np.float64(-7.860379014346727e-14), np.float64(1.3433698597964214e-14), np.float64(-2.4424906541753503e-15), np.float64(8.881784197001244e-16), np.float64(-4.440892098500628e-16)]"
0.2,EANR-AdaBoost1_DecisionTree | ORIG,10,100,None,0.928571429,0.055555556,0.227128381,0.0625,0.071428571,0.85,0.492063492,"[[338  26]
 [ 34   2]]",None,"[np.float64(2.777195952834858), np.float64(1.8404125886246312), np.float64(0.24279456653989342), np.float64(0.12767993549325302), np.float64(-0.18025108782522783), np.float64(0.034258935448215976), np.float64(-0.005760514264166005), np.float64(0.0009916857271713212), np.float64(-0.00017004754424668363), np.float64(2.9178452385232052e-05)]"
0.2,EANR-AdaBoost1_DecisionTree | ORIG,10,5000,None,0.917582418,0.055555556,0.225780426,0.058823529,0.0625,0.84,0.486568987,"[[334  30]
 [ 34   2]]",None,"[np.float64(2.777195952834858), np.float64(1.8404125886246312), np.float64(0.24279456653989342), np.float64(0.12767993549325302), np.float64(-0.18025108782522783), np.float64(0.034258935448215976), np.float64(-0.005760514264166005), np.float64(0.0009916857271713212), np.float64(-0.00017004754424668363), np.float64(2.9178452385232052e-05)]"
0.2,EANR-AdaBoost1_DecisionTree | ORIG,15,5000,None,0.914835165,0.055555556,0.225442178,0.057971014,0.060606061,0.8375,0.48519536,"[[333  31]
 [ 34   2]]",None,"[np.float64(2.777195952834858), np.float64(1.8404125886246312), np.float64(0.24279456653989342), np.float64(0.12767993549325302), np.float64(-0.18025108782522783), np.float64(0.034258935448215976), np.float64(-0.005760514264166005), np.float64(0.0009916857271713212), np.float64(-0.00017004754424668363), np.float64(2.9178452385232052e-05), np.float64(-5.00614540317433e-06), np.float64(8.589212794311126e-07), np.float64(-1.473675190889478e-07), np.float64(2.5284271148090304e-08), np.float64(-4.338095235202024e-09)]"
0.2,EANR-AdaBoost1_DecisionTree | ORIG,20,10,None,0.925824176,0.055555556,0.226792144,0.061538462,0.068965517,0.8475,0.490689866,"[[337  27]
 [ 34   2]]",None,"[np.float64(2.777195952834858), np.float64(1.8404125886246312), np.float64(0.24279456653989342), np.float64(0.12767993549325302), np.float64(-0.18025108782522783), np.float64(0.034258935448215976), np.float64(-0.005760514264166005), np.float64(0.0009916857271713212), np.float64(-0.00017004754424668363), np.float64(2.9178452385232052e-05), np.float64(-5.00614540317433e-06), np.float64(8.589212794311126e-07), np.float64(-1.473675190889478e-07), np.float64(2.5284271148090304e-08), np.float64(-4.338095235202024e-09), np.float64(7.44299843425963e-10), np.float64(-1.2770184911158192e-10), np.float64(2.191047343510232e-11), np.float64(-3.759437205999838e-12), np.float64(6.448175327018751e-13)]"
0.2,EANR-AdaBoost1_DecisionTree | ORIG,25,5000,None,0.925824176,0.055555556,0.226792144,0.061538462,0.068965517,0.8475,0.490689866,"[[337  27]
 [ 34   2]]",None,"[np.float64(2.777195952834858), np.float64(1.8404125886246312), np.float64(0.24279456653989342), np.float64(0.12767993549325302), np.float64(-0.18025108782522783), np.float64(0.034258935448215976), np.float64(-0.005760514264166005), np.float64(0.0009916857271713212), np.float64(-0.00017004754424668363), np.float64(2.9178452385232052e-05), np.float64(-5.00614540317433e-06), np.float64(8.589212794311126e-07), np.float64(-1.473675190889478e-07), np.float64(2.5284271148090304e-08), np.float64(-4.338095235202024e-09), np.float64(7.44299843425963e-10), np.float64(-1.2770184911158192e-10), np.float64(2.191047343510232e-11), np.float64(-3.759437205999838e-12), np.float64(6.448175327018751e-13), np.float64(-1.1035616864775274e-13), np.float64(1.8651746813702283e-14), np.float64(-3.108624468950448e-15), np.float64(1.1102230246251564e-16), np.float64(1.1102230246251564e-16)]"
0.2,EANR-AdaBoost1_DecisionTree | SMOTE,25,10000,None,0.873626374,0.055555556,0.220306147,0.047619048,0.041666667,0.8,0.464590965,"[[318  46]
 [ 34   2]]",None,"[np.float64(2.735902290921474), np.float64(2.686531117570995), np.float64(0.3734322489914728), np.float64(0.07781543377018109), np.float64(-0.13042363710891763), np.float64(0.024113708955845966), np.float64(-0.004079014827400334), np.float64(0.0007015214732584957), np.float64(-0.00012031259918163977), np.float64(2.064383341741708e-05), np.float64(-3.541879023428765e-06), np.float64(6.076916285444609e-07), np.float64(-1.042633628229755e-07), np.float64(1.7888766037102386e-08), np.float64(-3.069227104118745e-09), np.float64(5.265963218261971e-10), np.float64(-9.034950566294842e-11), np.float64(1.5501377958785993e-11), np.float64(-2.659650277799099e-12), np.float64(4.56523707725656e-13), np.float64(-7.860379014346727e-14), np.float64(1.3433698597964214e-14), np.float64(-2.4424906541753503e-15), np.float64(8.881784197001244e-16), np.float64(-4.440892098500628e-16)]"
